Nome: ARCO VERDE
Codigo Estacao: A309
Latitude: -8.4336111
Longitude: -37.05555555
Altitude: 683.95
Situacao: Operante
Data Inicial: 2004-11-19
Data Final: 2022-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);TEMPERATURA MEDIA, MENSAL (AUT)(°C);
2009-06-30;88,4;21,244306;
2009-07-31;91,8;20,876613;
2009-08-31;null;null;
2009-09-30;null;23,717053;
2009-10-31;17,6;24,974425;
2009-11-30;5,4;25,151667;
2009-12-31;39,8;25,244758;
2010-01-31;147,2;23,893023;
2010-02-28;91;24,90878;
2010-03-31;69,2;25,594489;
2010-04-30;152,4;24,212361;
2010-05-31;36,8;23,646131;
2010-06-30;null;null;
2010-07-31;null;20,198238;
2010-08-31;38,2;20,189934;
2010-09-30;43,4;21,6725;
2010-10-31;null;24,229167;
2010-11-30;null;null;
2010-12-31;null;null;
2011-01-31;null;null;
2011-02-28;null;24,427131;
2011-03-31;48,4;25,02771;
2011-04-30;87,8;23,852917;
2011-05-31;176,4;21,78172;
2011-06-30;61,4;20,964583;
2011-07-31;1,4;19,837097;
2011-08-31;1,6;20,78629;
2011-09-30;6,2;21,509583;
2011-10-31;5,2;23,949059;
2011-11-30;5,2;24,334861;
2011-12-31;0;25,711425;
2012-01-31;10,6;24,77379;
2012-02-29;1,6;24,444971;
2012-03-31;2,8;25,150134;
2012-04-30;2,2;24,750972;
2012-05-31;46,2;23,809583;
2012-06-30;31;22,470139;
2012-07-31;71,2;20,773387;
2012-08-31;47,8;20,786667;
2012-09-30;7,4;22,6475;
2012-10-31;9;23,976344;
2012-11-30;11,4;25,831806;
2012-12-31;1;25,837903;
2013-01-31;4,6;26,140054;
2013-02-28;1,8;26,106696;
2013-03-31;18;26,396983;
2013-04-30;106,8;25,393056;
2013-05-31;null;22,853118;
2013-06-30;null;22,077569;
2013-07-31;null;20,576778;
2013-08-31;null;21,076959;
2013-09-30;null;22,190295;
2013-10-31;null;null;
2013-11-30;null;null;
2013-12-31;null;null;
2014-01-31;null;null;
2014-02-28;null;null;
2014-03-31;null;25,0065;
2014-04-30;91,2;24,445012;
2014-05-31;143,6;22,09543;
2014-06-30;70,6;21,584306;
2014-07-31;65,6;20,955376;
2014-08-31;68,4;20,699462;
2014-09-30;49,4;22,517222;
2014-10-31;118,6;22,617876;
2014-11-30;9,2;24,463647;
2014-12-31;8,4;24,822744;
2015-01-31;1,2;25,378939;
2015-02-28;72,4;24,892113;
2015-03-31;36,4;25,203898;
2015-04-30;7,8;25,765929;
2015-05-31;22;24,631452;
2015-06-30;77;22,02375;
2015-07-31;107,4;20,958737;
2015-08-31;35,8;21,268548;
2015-09-30;16;23,479444;
2015-10-31;0;24,682124;
2015-11-30;0;26,200417;
2015-12-31;55,2;25,527823;
2016-01-31;27,8;24,381586;
2016-02-29;null;24,074138;
2016-03-31;null;25,43078;
2016-04-30;null;24,670278;
2016-05-31;84;22,811559;
2016-06-30;20,8;21,878889;
2016-07-31;15,4;21,451613;
2016-08-31;8,6;22,351613;
2016-09-30;,4;24,016389;
2016-10-31;,4;25,072984;
2016-11-30;0;25,778333;
2016-12-31;4,6;26,081855;
2017-01-31;0;25,843952;
2017-02-28;2,2;26,049702;
2017-03-31;17;26,245833;
2017-04-30;53;24,88875;
2017-05-31;122,8;23,366398;
2017-06-30;null;21,200833;
2017-07-31;119;19,07379;
2017-08-31;42,2;20,516667;
2017-09-30;71,2;20,926111;
2017-10-31;,8;23,463979;
2017-11-30;,2;25,323333;
2017-12-31;1;25,880242;
2018-01-31;null;24,910887;
2018-02-28;null;24,883482;
2018-03-31;45,4;24,255108;
2018-04-30;78,4;23,051111;
2018-05-31;88,6;21,933602;
2018-06-30;16;21,424028;
2018-07-31;32;21,217742;
2018-08-31;7,2;22,440995;
2018-09-30;22,2;23,434861;
2018-10-31;,4;25,450672;
2018-11-30;2;25,455694;
2018-12-31;null;25,228091;
2019-01-31;null;25,036962;
2019-02-28;null;25,748512;
2019-03-31;49;25,127285;
2019-04-30;20,4;24,646111;
2019-05-31;25,6;24,058064;
2019-06-30;60,2;22,125556;
2019-07-31;139,4;20,85793;
2019-08-31;108,2;20,623387;
2019-09-30;32,8;22,932778;
2019-10-31;4,4;24,630645;
2019-11-30;8,2;25,899861;
2019-12-31;,6;26,175134;
2020-01-31;58,8;26,313978;
2020-02-29;67,4;25,736494;
2020-03-31;500,8;24,287991;
2020-04-30;8,4;23,861667;
2020-05-31;null;22,458468;
2020-06-30;null;21,161667;
2020-07-31;null;20,364113;
2020-08-31;null;20,974059;
2020-09-30;null;22,40625;
2020-10-31;null;24,88631;
2020-11-30;null;null;
2020-12-31;null;null;
2021-01-31;null;null;
2021-02-28;null;null;
2021-03-31;null;null;
2021-04-30;null;null;
2021-05-31;null;null;
2021-06-30;null;null;
2021-07-31;null;null;
2021-08-31;null;null;
2021-09-30;null;null;
2021-10-31;null;null;
2021-11-30;null;null;
2021-12-31;null;null;
2022-01-31;null;null;
2022-02-28;null;null;
2022-03-31;null;null;
2022-04-30;null;null;
2022-05-31;null;null;
2022-06-30;null;null;
2022-07-31;null;null;
2022-08-31;null;null;
2022-09-30;19,8;22,020417;
2022-10-31;9,4;23,900403;
2022-11-30;246,8;24,048889;
2022-12-31;5,2;24,04422;

