Nome: RECIFE
Codigo Estacao: A301
Latitude: -8.05916666
Longitude: -34.95916666
Altitude: 11.3
Situacao: Pane
Data Inicial: 2004-12-21
Data Final: 2022-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);TEMPERATURA MEDIA, MENSAL (AUT)(°C);
2010-10-31;0;26,004301;
2010-11-30;0;26,758472;
2010-12-31;78,2;26,823656;
2011-01-31;135;26,469489;
2011-02-28;293,6;26,675;
2011-03-31;121,4;26,828565;
2011-04-30;591,4;25,739306;
2011-05-31;677,6;25,217608;
2011-06-30;284,2;24,609028;
2011-07-31;448,6;23,816129;
2011-08-31;154,2;23,928787;
2011-09-30;35,8;24,631825;
2011-10-31;null;25,887434;
2011-11-30;74,6;26,235219;
2011-12-31;45,2;26,855914;
2012-01-31;198,8;26,136021;
2012-02-29;166,6;26,353879;
2012-03-31;null;26,683667;
2012-04-30;60,8;26,100417;
2012-05-31;200,8;25,593817;
2012-06-30;298;24,449444;
2012-07-31;262,8;24,114247;
2012-08-31;180,2;23,469988;
2012-09-30;22,4;24,788623;
2012-10-31;57,8;25,556498;
2012-11-30;12;26,629722;
2012-12-31;27,8;27,009543;
2013-01-31;95,6;26,910753;
2013-02-28;49,4;27,576786;
2013-03-31;98,2;27,513937;
2013-04-30;229;26,761805;
2013-05-31;328,6;25,559409;
2013-06-30;473,6;24,519533;
2013-07-31;411,4;23,932983;
2013-08-31;225,4;24,224918;
2013-09-30;149,8;24,667639;
2013-10-31;138,4;25,54879;
2013-11-30;79;26,133472;
2013-12-31;174,8;26,726344;
2014-01-31;108;26,149462;
2014-02-28;145;26,087037;
2014-03-31;203,4;26,403763;
2014-04-30;256,6;26,546528;
2014-05-31;299,4;25,082124;
2014-06-30;304;24,634722;
2014-07-31;265,4;23,993952;
2014-08-31;158;23,565123;
2014-09-30;null;24,563623;
2014-10-31;144,6;25,404132;
2014-11-30;58,2;25,99625;
2014-12-31;74,4;26,357796;
2015-01-31;65,6;26,704804;
2015-02-28;null;27,127182;
2015-03-31;299,4;26,55;
2015-04-30;68,6;26,672222;
2015-05-31;172,6;26,13819;
2015-06-30;446,2;24,675556;
2015-07-31;445,2;24,11586;
2015-08-31;114,6;24,223925;
2015-09-30;35,2;25,405139;
2015-10-31;17,8;26,179167;
2015-11-30;30,8;26,6575;
2015-12-31;82,6;26,878056;
2016-01-31;117,2;26,943385;
2016-02-29;null;26,747917;
2016-03-31;250;26,996909;
2016-04-30;286,6;26,504583;
2016-05-31;404;25,376882;
2016-06-30;109;24,701111;
2016-07-31;93;24,029167;
2016-08-31;57;24,377688;
2016-09-30;54,2;25,377083;
2016-10-31;null;26,613715;
2016-11-30;18,4;27,096111;
2016-12-31;71;27,165188;
2017-01-31;30,4;27,384005;
2017-02-28;19,6;27,719494;
2017-03-31;null;27,318696;
2017-04-30;null;26,472298;
2017-05-31;397,8;25,607393;
2017-06-30;null;24,820333;
2017-07-31;469;23,605037;
2017-08-31;119;23,904114;
2017-09-30;84,4;24,545556;
2017-10-31;64,6;25,769355;
2017-11-30;15,4;26,718056;
2017-12-31;null;27,430208;
2018-01-31;null;null;
2018-02-28;null;27,161151;
2018-03-31;133;26,724194;
2018-04-30;473,2;25,459722;
2018-05-31;231;25,383602;
2018-06-30;143;24,379094;
2018-07-31;133,8;23,849749;
2018-08-31;104,6;24,186828;
2018-09-30;59,4;24,933496;
2018-10-31;24;26,315323;
2018-11-30;40;26,993611;
2018-12-31;75,8;27,102554;
2019-01-31;107,6;26,74422;
2019-02-28;119,6;27,107143;
2019-03-31;154,8;27,124866;
2019-04-30;280,8;26,501111;
2019-05-31;211,8;26,025538;
2019-06-30;398,4;24,813436;
2019-07-31;435,8;23,929319;
2019-08-31;183,6;23,999158;
2019-09-30;114;25,009722;
2019-10-31;62,2;25,808871;
2019-11-30;4,2;27,058333;
2019-12-31;8,8;27,447002;
2020-01-31;58,6;27,924696;
2020-02-29;88,6;27,922414;
2020-03-31;157,8;27,623656;
2020-04-30;245;26,763611;
2020-05-31;255,6;26,006633;
2020-06-30;295,6;25,145833;
2020-07-31;204;24,272493;
2020-08-31;119,4;24,28215;
2020-09-30;70,8;25,103611;
2020-10-31;25,2;26,408199;
2020-11-30;61,6;27,270417;
2020-12-31;73;27,288844;
2021-01-31;54,8;27,156855;
2021-02-28;119,8;27,324702;
2021-03-31;222,2;26,689317;
2021-04-30;420;26,025278;
2021-05-31;535,4;25,11167;
2021-06-30;193,8;24,21936;
2021-07-31;264,6;24,125494;
2021-08-31;309;24,018665;
2021-09-30;50;25,480278;
2021-10-31;46,2;26,552162;
2021-11-30;null;null;
2021-12-31;null;null;
2022-01-31;null;null;
2022-02-28;null;null;
2022-03-31;null;null;
2022-04-30;null;null;
2022-05-31;null;null;
2022-06-30;null;null;
2022-07-31;null;null;
2022-08-31;null;null;
2022-09-30;null;null;
2022-10-31;null;null;
2022-11-30;null;null;
2022-12-31;null;null;

