Nome: SERRA TALHADA
Codigo Estacao: A350
Latitude: -7.95416666
Longitude: -38.29499999
Altitude: 499.02
Situacao: Operante
Data Inicial: 2008-07-08
Data Final: 2022-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);TEMPERATURA MEDIA, MENSAL (AUT)(°C);
2020-02-29;131;26,208046;
2020-03-31;437,6;25,157124;
2020-04-30;207,8;25,225;
2020-05-31;125,8;24,55121;
2020-06-30;61;22,904722;
2020-07-31;19,6;22,823925;
2020-08-31;4,2;24,135618;
2020-09-30;,8;25,620833;
2020-10-31;0;28,165726;
2020-11-30;112;26,67875;
2020-12-31;6;27,366935;
2021-01-31;53,4;27,009812;
2021-02-28;68,4;26,719048;
2021-03-31;137,4;25,831317;
2021-04-30;181,4;25,010139;
2021-05-31;48;23,630376;
2021-06-30;null;23,779563;
2021-07-31;null;null;
2021-08-31;null;null;
2021-09-30;null;null;
2021-10-31;null;null;
2021-11-30;null;null;
2021-12-31;null;null;
2022-01-31;null;null;
2022-02-28;null;null;
2022-03-31;null;null;
2022-04-30;null;null;
2022-05-31;null;null;
2022-06-30;null;null;
2022-07-31;null;null;
2022-08-31;null;null;
2022-09-30;null;null;
2022-10-31;null;null;
2022-11-30;null;null;
2022-12-31;null;null;

